Grid	Lat/Lon hddd°mm.mmm'
Datum	WGS 84



Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	Ïóøêèíî - Èñòðà - Íîâ.Èåðóñàëèì - ßõðîìà - Äìèòðîâ - Ñåðãèåâ Ïîñàä	02/10/2005 10:38:38 	3:48:04	276 km	73 kph

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	N56 04.227 E37 50.258	02/10/2005 10:49:37 	178 m			139 m	0:00:07	71 kph	359° true
Trackpoint	N56 04.327 E37 50.256	02/10/2005 10:49:46 	178 m			186 m	0:00:09	74 kph	359° true
Trackpoint	N56 04.445 E37 50.255	02/10/2005 10:49:56 	178 m			220 m	0:00:10	79 kph	360° true
Trackpoint	N56 04.510 E37 50.254	02/10/2005 10:50:02 	180 m			120 m	0:00:06	72 kph	359° true
Trackpoint	N56 04.584 E37 50.253	02/10/2005 10:50:09 	182 m			136 m	0:00:07	70 kph	359° true
Trackpoint	N56 04.673 E37 50.252	02/10/2005 10:50:17 	179 m			165 m	0:00:08	74 kph	360° true
Trackpoint	N56 04.774 E37 50.250	02/10/2005 10:50:25 	178 m			188 m	0:00:08	84 kph	359° true
Trackpoint	N56 04.904 E37 50.248	02/10/2005 10:50:35 	179 m			241 m	0:00:10	87 kph	360° true
Trackpoint	N56 05.020 E37 50.246	02/10/2005 10:50:44 	179 m			215 m	0:00:09	86 kph	359° true
Trackpoint	N56 05.078 E37 50.231	02/10/2005 10:50:49 	178 m			109 m	0:00:05	79 kph	352° true
Trackpoint	N56 05.166 E37 50.191	02/10/2005 10:50:57 	177 m			169 m	0:00:08	76 kph	346° true
Trackpoint	N56 05.244 E37 50.157	02/10/2005 10:51:05 	178 m			149 m	0:00:08	67 kph	346° true
Trackpoint	N56 05.304 E37 50.131	02/10/2005 10:51:12 	179 m			114 m	0:00:07	59 kph	346° true
Trackpoint	N56 05.391 E37 50.094	02/10/2005 10:51:23 	181 m			166 m	0:00:11	54 kph	346° true
Trackpoint	N56 05.452 E37 50.067	02/10/2005 10:51:30 	182 m			116 m	0:00:07	60 kph	346° true
Trackpoint	N56 05.548 E37 50.025	02/10/2005 10:51:40 	185 m			183 m	0:00:10	66 kph	346° true
Trackpoint	N56 05.661 E37 49.976	02/10/2005 10:51:51 	187 m			216 m	0:00:11	71 kph	346° true
Trackpoint	N56 05.742 E37 49.940	02/10/2005 10:51:58 	189 m			155 m	0:00:07	80 kph	346° true
Trackpoint	N56 05.860 E37 49.882	02/10/2005 10:52:08 	192 m			226 m	0:00:10	81 kph	345° true
Trackpoint	N56 05.969 E37 49.827	02/10/2005 10:52:18 	195 m			211 m	0:00:10	76 kph	344° true
Trackpoint	N56 06.017 E37 49.805	02/10/2005 10:52:23 	196 m			91 m	0:00:05	66 kph	345° true
Trackpoint	N56 06.116 E37 49.772	02/10/2005 10:52:36 	200 m			186 m	0:00:13	52 kph	350° true
Trackpoint	N56 06.167 E37 49.740	02/10/2005 10:52:43 	201 m			102 m	0:00:07	52 kph	341° true
Trackpoint	N56 06.210 E37 49.700	02/10/2005 10:52:49 	202 m			90 m	0:00:06	54 kph	333° true
Trackpoint	N56 06.269 E37 49.629	02/10/2005 10:52:57 	202 m			131 m	0:00:08	59 kph	326° true
Trackpoint	N56 06.318 E37 49.564	02/10/2005 10:53:03 	202 m			112 m	0:00:06	67 kph	323° true
Trackpoint	N56 06.378 E37 49.493	02/10/2005 10:53:10 	200 m			134 m	0:00:07	69 kph	327° true
Trackpoint	N56 06.445 E37 49.419	02/10/2005 10:53:17 	199 m			146 m	0:00:07	75 kph	328° true
Trackpoint	N56 06.510 E37 49.339	02/10/2005 10:53:23 	198 m			146 m	0:00:06	88 kph	325° true
Trackpoint	N56 06.570 E37 49.267	02/10/2005 10:53:29 	199 m			134 m	0:00:06	80 kph	326° true
Trackpoint	N56 06.615 E37 49.213	02/10/2005 10:53:35 	200 m			101 m	0:00:06	61 kph	326° true
Trackpoint	N56 06.660 E37 49.161	02/10/2005 10:53:42 	200 m			98 m	0:00:07	51 kph	327° true
Trackpoint	N56 06.677 E37 49.140	02/10/2005 10:53:46 	199 m			38 m	0:00:04	35 kph	327° true
Trackpoint	N56 06.686 E37 49.130	02/10/2005 10:53:50 	199 m			20 m	0:00:04	18 kph	327° true
Trackpoint	N56 06.709 E37 49.103	02/10/2005 10:53:57 	199 m			51 m	0:00:07	26 kph	327° true
Trackpoint	N56 06.735 E37 49.074	02/10/2005 10:54:03 	199 m			56 m	0:00:06	33 kph	327° true
Trackpoint	N56 06.741 E37 49.066	02/10/2005 10:54:06 	199 m			15 m	0:00:03	18 kph	326° true
Trackpoint	N56 06.756 E37 49.049	02/10/2005 10:54:11 	198 m			32 m	0:00:05	23 kph	326° true
Trackpoint	N56 06.781 E37 49.020	02/10/2005 10:54:17 	197 m			56 m	0:00:06	34 kph	328° true
Trackpoint	N56 06.817 E37 48.974	02/10/2005 10:54:24 	197 m			82 m	0:00:07	42 kph	325° true
Trackpoint	N56 06.850 E37 48.937	02/10/2005 10:54:28 	196 m			71 m	0:00:04	64 kph	327° true
Trackpoint	N56 06.900 E37 48.880	02/10/2005 10:54:33 	195 m			111 m	0:00:05	80 kph	328° true
Trackpoint	N56 06.955 E37 48.809	02/10/2005 10:54:39 	191 m			125 m	0:00:06	75 kph	324° true
Trackpoint	N56 06.978 E37 48.742	02/10/2005 10:54:43 	185 m			82 m	0:00:04	74 kph	303° true
Trackpoint	N56 07.002 E37 48.619	02/10/2005 10:54:49 	183 m			134 m	0:00:06	81 kph	289° true
Trackpoint	N56 06.998 E37 48.536	02/10/2005 10:54:53 	184 m			86 m	0:00:04	77 kph	265° true
Trackpoint	N56 06.993 E37 48.517	02/10/2005 10:54:54 	185 m			21 m	0:00:01	77 kph	247° true
Trackpoint	N56 06.976 E37 48.433	02/10/2005 10:54:59 	186 m			93 m	0:00:05	67 kph	250° true
Trackpoint	N56 06.979 E37 48.396	02/10/2005 10:55:02 	186 m			39 m	0:00:03	47 kph	281° true
Trackpoint	N56 06.992 E37 48.379	02/10/2005 10:55:04 	186 m			29 m	0:00:02	52 kph	323° true
Trackpoint	N56 07.062 E37 48.307	02/10/2005 10:55:13 	190 m			150 m	0:00:09	60 kph	330° true
Trackpoint	N56 07.132 E37 48.233	02/10/2005 10:55:21 	193 m			150 m	0:00:08	67 kph	329° true
Trackpoint	N56 07.199 E37 48.162	02/10/2005 10:55:28 	195 m			144 m	0:00:07	74 kph	330° true
Trackpoint	N56 07.293 E37 48.064	02/10/2005 10:55:37 	194 m			202 m	0:00:09	81 kph	330° true
Trackpoint	N56 07.384 E37 47.968	02/10/2005 10:55:45 	193 m			196 m	0:00:08	88 kph	330° true
Trackpoint	N56 07.459 E37 47.886	02/10/2005 10:55:51 	190 m			164 m	0:00:06	98 kph	329° true
Trackpoint	N56 07.544 E37 47.799	02/10/2005 10:55:57 	188 m			181 m	0:00:06	109 kph	330° true
Trackpoint	N56 07.660 E37 47.680	02/10/2005 10:56:05 	190 m			247 m	0:00:08	111 kph	330° true
Trackpoint	N56 07.739 E37 47.595	02/10/2005 10:56:11 	189 m			171 m	0:00:06	102 kph	329° true
Trackpoint	N56 07.775 E37 47.549	02/10/2005 10:56:14 	190 m			83 m	0:00:03	99 kph	325° true
Trackpoint	N56 07.810 E37 47.465	02/10/2005 10:56:18 	190 m			109 m	0:00:04	98 kph	307° true
