Grid	Lat/Lon hddd°mm.mmm'
Datum	WGS 84



Header	Name	Start Time	Elapsed Time	Length	Average Speed	Link

Track	10-jun-04	11/06/2004 09:34:01 	2:06:08	149 km	71 kph

Header	Position	Time	Altitude	Depth	Temperature	Leg Length	Leg Time	Leg Speed	Leg Course
Trackpoint	N60 02.699 E29 58.495	11/06/2004 10:05:21 	-8 m			279 m	0:00:13	77 kph	353° true
Trackpoint	N60 02.821 E29 58.519	11/06/2004 10:05:31 	-9 m			228 m	0:00:10	82 kph	6° true
Trackpoint	N60 03.018 E29 58.596	11/06/2004 10:05:47 	-4 m			372 m	0:00:16	84 kph	11° true
Trackpoint	N60 03.173 E29 58.642	11/06/2004 10:05:59 	-4 m			290 m	0:00:12	87 kph	8° true
Trackpoint	N60 03.292 E29 58.631	11/06/2004 10:06:08 	-6 m			222 m	0:00:09	89 kph	357° true
Trackpoint	N60 03.482 E29 58.580	11/06/2004 10:06:23 	-5 m			355 m	0:00:15	85 kph	352° true
Trackpoint	N60 03.554 E29 58.506	11/06/2004 10:06:30 	-4 m			150 m	0:00:07	77 kph	333° true
Trackpoint	N60 03.648 E29 58.400	11/06/2004 10:06:39 	-4 m			200 m	0:00:09	80 kph	331° true
Trackpoint	N60 03.752 E29 58.319	11/06/2004 10:06:48 	-5 m			207 m	0:00:09	83 kph	339° true
Trackpoint	N60 03.908 E29 58.278	11/06/2004 10:07:01 	-8 m			292 m	0:00:13	81 kph	352° true
Trackpoint	N60 04.100 E29 58.227	11/06/2004 10:07:16 	-13 m			359 m	0:00:15	86 kph	352° true
Trackpoint	N60 04.186 E29 58.215	11/06/2004 10:07:23 	-15 m			161 m	0:00:07	83 kph	356° true
Trackpoint	N60 04.275 E29 58.142	11/06/2004 10:07:31 	-14 m			178 m	0:00:08	80 kph	338° true
Trackpoint	N60 04.530 E29 57.901	11/06/2004 10:07:54 	-9 m			523 m	0:00:23	82 kph	335° true
Trackpoint	N60 04.762 E29 57.683	11/06/2004 10:08:15 	-4 m			475 m	0:00:21	81 kph	335° true
Trackpoint	N60 04.953 E29 57.500	11/06/2004 10:08:33 	-2 m			393 m	0:00:18	79 kph	335° true
Trackpoint	N60 05.039 E29 57.419	11/06/2004 10:08:43 	-1 m			177 m	0:00:10	64 kph	335° true
Trackpoint	N60 05.077 E29 57.388	11/06/2004 10:08:48 	-1 m			75 m	0:00:05	54 kph	337° true
Trackpoint	N60 05.104 E29 57.390	11/06/2004 10:08:52 	-2 m			51 m	0:00:04	46 kph	2° true
Trackpoint	N60 05.125 E29 57.401	11/06/2004 10:08:55 	-1 m			39 m	0:00:03	47 kph	16° true
Trackpoint	N60 05.162 E29 57.485	11/06/2004 10:09:02 	1 m			104 m	0:00:07	53 kph	48° true
Trackpoint	N60 05.211 E29 57.665	11/06/2004 10:09:13 	10 m			190 m	0:00:11	62 kph	61° true
Trackpoint	N60 05.255 E29 57.851	11/06/2004 10:09:25 	13 m			190 m	0:00:12	57 kph	65° true
Trackpoint	N60 05.261 E29 57.888	11/06/2004 10:09:31 	11 m			36 m	0:00:06	22 kph	72° true
Trackpoint	N60 05.270 E29 57.928	11/06/2004 10:09:42 	10 m			41 m	0:00:11	13 kph	66° true
Trackpoint	N60 05.292 E29 58.007	11/06/2004 10:09:49 	10 m			84 m	0:00:07	43 kph	60° true
Trackpoint	N60 05.332 E29 58.150	11/06/2004 10:09:58 	12 m			151 m	0:00:09	60 kph	61° true
Trackpoint	N60 05.386 E29 58.337	11/06/2004 10:10:08 	11 m			201 m	0:00:10	72 kph	60° true
Trackpoint	N60 05.447 E29 58.450	11/06/2004 10:10:15 	9 m			155 m	0:00:07	80 kph	42° true
Trackpoint	N60 05.553 E29 58.568	11/06/2004 10:10:25 	8 m			224 m	0:00:10	81 kph	29° true
Trackpoint	N60 05.651 E29 58.658	11/06/2004 10:10:34 	8 m			200 m	0:00:09	80 kph	25° true
Trackpoint	N60 05.764 E29 58.766	11/06/2004 10:10:44 	8 m			233 m	0:00:10	84 kph	26° true
Trackpoint	N60 05.861 E29 58.822	11/06/2004 10:10:52 	8 m			186 m	0:00:08	84 kph	16° true
Trackpoint	N60 05.971 E29 58.831	11/06/2004 10:11:01 	5 m			204 m	0:00:09	82 kph	2° true
Trackpoint	N60 06.083 E29 58.781	11/06/2004 10:11:11 	6 m			214 m	0:00:10	77 kph	348° true
Trackpoint	N60 06.176 E29 58.689	11/06/2004 10:11:20 	6 m			193 m	0:00:09	77 kph	334° true
Trackpoint	N60 06.320 E29 58.528	11/06/2004 10:11:34 	2 m			306 m	0:00:14	79 kph	331° true
Trackpoint	N60 06.453 E29 58.424	11/06/2004 10:11:45 	4 m			264 m	0:00:11	86 kph	339° true
Trackpoint	N60 06.689 E29 58.251	11/06/2004 10:12:04 	8 m			466 m	0:00:19	88 kph	340° true
Trackpoint	N60 06.896 E29 58.111	11/06/2004 10:12:21 	12 m			405 m	0:00:17	86 kph	341° true
Trackpoint	N60 06.995 E29 58.109	11/06/2004 10:12:29 	7 m			185 m	0:00:08	83 kph	360° true
Trackpoint	N60 07.093 E29 58.172	11/06/2004 10:12:37 	3 m			191 m	0:00:08	86 kph	18° true
Trackpoint	N60 07.173 E29 58.294	11/06/2004 10:12:45 	2 m			186 m	0:00:08	84 kph	37° true
Trackpoint	N60 07.299 E29 58.538	11/06/2004 10:12:59 	4 m			325 m	0:00:14	84 kph	44° true
Trackpoint	N60 07.432 E29 58.770	11/06/2004 10:13:13 	6 m			326 m	0:00:14	84 kph	41° true
Trackpoint	N60 07.570 E29 58.928	11/06/2004 10:13:25 	6 m			295 m	0:00:12	88 kph	30° true
